569458.46060 4153779.59285 0
569492.01907 4153846.25476 0
569463.96652 4153915.12381 0
569493.14912 4153990.51412 0
569536.36413 4154154.02531 0
569558.86996 4154241.76504 0
569613.01345 4154459.56952 0
569642.16707 4154576.18870 0
569677.49067 4154709.96292 0
569714.82818 4154858.09681 0
569776.02227 4155051.35939 0
568842.87924 4155326.50614 0
568369.05827 4155572.09812 0
568260.66657 4155465.73483 0
568170.52917 4155375.64532 0
568099.81654 4155269.56130 0
568022.48633 4155195.33665 0
567948.83311 4155117.73855 0
567912.77541 4155014.50402 0
567828.83598 4154981.17169 0
567744.92242 4154945.15558 0
567735.35213 4154856.74171 0
567752.46096 4154769.15820 0
567781.41914 4154686.05384 0
567798.81936 4154602.70573 0
567722.57779 4154467.76551 0
567618.24418 4154382.14404 0
567504.35058 4154293.99042 0
567365.79826 4154228.93407 0
567286.50033 4154216.97470 0
567211.06859 4154239.48734 0
567115.81568 4154208.00345 0
567041.84717 4154146.92932 0
566957.08806 4154100.70890 0
566885.47744 4154043.30994 0
566765.19291 4153916.73120 0
566707.75710 4153841.30157 0
566634.44640 4153683.48154 0
566514.47148 4153439.54670 0
566456.47015 4153426.72589 0
566446.50253 4153371.98306 0
566450.32340 4153200.27408 0
566435.95513 4153085.30994 0
566415.99803 4153042.93054 0
566376.97981 4152971.02927 0
566332.85479 4152880.37661 0
566352.80877 4152860.00005 0
566368.95310 4152833.16199 0
566390.23208 4152710.91760 0
566393.10384 4152623.68138 0
566383.96558 4152572.72176 0
566405.24892 4152302.07436 0
566400.67471 4152222.45311 0
566414.18319 4152124.59738 0
566436.66663 4152030.72209 0
566437.20934 4151944.91395 0
566491.93578 4151887.58846 0
566529.47794 4151823.33333 0
566565.16932 4151764.92561 0
566598.14315 4151711.22538 0
566669.99608 4151570.17237 0
566711.64799 4151421.55438 0
566686.80453 4151397.06211 0
566668.28007 4151370.48422 0
566647.04418 4151343.05468 0
566613.22440 4151325.63736 0
566575.20847 4151308.29911 0
566532.07120 4151297.54587 0
566558.61179 4151260.64573 0
566688.62822 4151106.10477 0
566868.35405 4150916.58952 0
567101.74990 4150659.40089 0
567304.81878 4150465.57772 0
567570.79989 4150461.57367 0
567643.19582 4150462.06405 0
567710.64713 4150468.23593 0
567872.73206 4150486.78171 0
567872.89553 4150435.60283 0
567874.95738 4150396.06377 0
567973.31836 4150398.28109 0
568116.86737 4150398.09282 0
568180.56671 4150399.50323 0
568245.96649 4150400.04503 0
568357.58022 4150398.81513 0
568408.45876 4150396.56383 0
568453.45609 4150392.97818 0
568493.86994 4150393.13743 0
568559.71701 4150396.38745 0
568590.53821 4150396.03390 0
568616.46825 4150398.60157 0
568625.44147 4150421.35633 0
568597.75383 4150515.72144 0
